45868	KS5_33A	0.840	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
45869	KS5_36A	0.840	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
45870	KS6_30A	0.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
45871	KS6_33A	0.793	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
45872	KS6_36A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.801
45873	KS7_30A	0.807	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
45874	KS7_33A	0.803	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
45875	KS7_36A	0.806	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
45876	S1_E_ST_30B	0.000	0.000	0.990	0.000	0.000	0.000	0.000	0.000	0.000
45877	S1_E_ST_33B	0.000	0.000	0.986	0.000	0.000	0.000	0.000	0.000	0.000
45878	S1_E_ST_36B	0.000	0.000	0.981	0.000	0.000	0.000	0.000	0.000	0.000
45882	S2_E_ST_30B	0.000	0.000	0.983	0.000	0.000	0.000	0.000	0.000	0.000
45883	S2_E_ST_33B	0.000	0.000	0.982	0.000	0.000	0.000	0.000	0.000	0.000
45884	S2_E_ST_36B	0.000	0.000	0.983	0.000	0.000	0.000	0.000	0.000	0.000
45888	S3_E_ST_30B	0.000	0.000	0.000	0.000	0.947	0.000	0.000	0.000	0.000
45889	S3_E_ST_33B	0.000	0.000	0.000	0.000	0.948	0.000	0.000	0.000	0.000
45890	S3_E_ST_36B	0.000	0.000	0.000	0.000	0.949	0.000	0.000	0.000	0.000
45894	S4_E_ST_30B	0.000	0.000	0.000	0.000	0.000	0.000	0.842	0.000	0.000
45895	S4_E_ST_33B	0.000	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.000
45896	S4_E_ST_36B	0.000	0.000	0.000	0.000	0.000	0.000	0.851	0.000	0.000
45900	S5_E_ST_30B	0.000	0.000	0.987	0.000	0.000	0.000	0.000	0.000	0.000
45901	S5_E_ST_33B	0.000	0.000	0.987	0.000	0.000	0.000	0.000	0.000	0.000
45902	S5_E_ST_36B	0.000	0.000	0.982	0.000	0.000	0.000	0.000	0.000	0.000
45906	S6_E_ST_30B	0.000	0.000	0.989	0.000	0.000	0.000	0.000	0.000	0.000
45907	S6_E_ST_33B	0.000	0.000	0.989	0.000	0.000	0.000	0.000	0.000	0.000
45908	S6_E_ST_36B	0.000	0.000	0.981	0.000	0.000	0.000	0.000	0.000	0.000
45912	S7_E_ST_30B	0.000	0.000	0.991	0.000	0.000	0.000	0.000	0.000	0.000
45913	S7_E_ST_33B	0.000	0.000	0.982	0.000	0.000	0.000	0.000	0.000	0.000
45914	S7_E_ST_36B	0.000	0.000	0.982	0.000	0.000	0.000	0.000	0.000	0.000
45879	S1_P_ST_30B	0.000	0.000	0.000	0.949	0.000	0.000	0.000	0.000	0.000
45880	S1_P_ST_33B	0.000	0.000	0.000	0.958	0.000	0.000	0.000	0.000	0.000
45881	S1_P_ST_36B	0.000	0.000	0.000	0.951	0.000	0.000	0.000	0.000	0.000
45885	S2_P_ST_30B	0.000	0.000	0.000	0.956	0.000	0.000	0.000	0.000	0.000
45886	S2_P_ST_33B	0.000	0.000	0.000	0.965	0.000	0.000	0.000	0.000	0.000
45887	S2_P_ST_36B	0.000	0.000	0.000	0.965	0.000	0.000	0.000	0.000	0.000
45891	S3_P_ST_30B	0.000	0.000	0.000	0.951	0.000	0.000	0.000	0.000	0.000
45892	S3_P_ST_33B	0.000	0.000	0.000	0.942	0.000	0.000	0.000	0.000	0.000
45893	S3_P_ST_36B	0.000	0.000	0.000	0.956	0.000	0.000	0.000	0.000	0.000
45897	S4_P_ST_30B	0.000	0.000	0.000	0.945	0.000	0.000	0.000	0.000	0.000
45898	S4_P_ST_33B	0.000	0.000	0.000	0.956	0.000	0.000	0.000	0.000	0.000
45899	S4_P_ST_36B	0.000	0.000	0.000	0.957	0.000	0.000	0.000	0.000	0.000
45903	S5_P_ST_30B	0.911	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
45904	S5_P_ST_33B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.957	0.000
45905	S5_P_ST_36B	0.916	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
45909	S6_P_ST_30B	0.000	0.000	0.000	0.957	0.000	0.000	0.000	0.000	0.000
45910	S6_P_ST_33B	0.000	0.000	0.000	0.956	0.000	0.000	0.000	0.000	0.000
45911	S6_P_ST_36B	0.000	0.000	0.000	0.962	0.000	0.000	0.000	0.000	0.000
45915	S7_P_ST_30B	0.000	0.000	0.000	0.000	0.953	0.000	0.000	0.000	0.000
45916	S7_P_ST_33B	0.000	0.000	0.000	0.000	0.955	0.000	0.000	0.000	0.000
45917	S7_P_ST_36B	0.000	0.000	0.000	0.000	0.960	0.000	0.000	0.000	0.000
Sequence accession / SymPortal UID		883-930	883-9195-9682-4911	965/883-5444-5893-10912-10914-921-10915-3660	883-70735-930-66507-2055	883-2796	883/2061-930	883-930-7327	883-2069-930-70735-66507	883-7626
Average defining sequence proportions and [stdev]		0.960[0.055]-0.040[0.055]	0.597[0.047]-0.210[0.019]-0.145[0.044]-0.048[0.006]	0.289[0.027]/0.176[0.036]-0.165[0.051]-0.089[0.016]-0.086[0.026]-0.070[0.015]-0.048[0.009]-0.042[0.009]-0.035[0.008]	0.619[0.018]-0.148[0.011]-0.123[0.012]-0.090[0.009]-0.019[0.003]	0.901[0.011]-0.099[0.011]	0.488[0.251]/0.503[0.251]-0.008[0.002]	0.908[0.010]-0.050[0.006]-0.042[0.004]	0.898[0.045]-0.029[0.005]-0.029[0.016]-0.026[0.020]-0.019[0.012]	0.924[0.099]-0.076[0.099]
Species references										
S. microadriaticum	Freudenthal, H. D. (1962). Symbiodinium gen. nov. and Symbiodinium microadriaticum sp. nov., a Zooxanthella: Taxonomy, Life Cycle, and Morphology. The Journal of Protozoology 9(1): 45-52									
meta_info_summary	Stand_alone output by bbch on 2019-04-21_09-11-11.320104; data_analysis ID: 52; Number of data_set objects as part of output = 1; Number of data_set objects as part of analysis = 38									
data_set_info	Data_set ID: 278; Data_set name: 20190221_CBASS_84_classic; submitting_user: not supplied; time_stamp: 2019-02-20_23-28-27.750276									
