	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodinium_seqs	post_taxa_id_unique_symbiodinium_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodinium_seqs	post_taxa_id_unique_non_symbiodinium_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	A1	A1g	A1dv	A1z	A1l	A1dw	A1ds	A1cl	A1cr	A1dr	A1o	A1dp	A1p	A1dl	A1dq	A1dn	A1dm	A1dt	A1am	A1dy	A1bh	70739_A	A1ct	58464_A	3263_A	6081_A	2771_A	3525_A	12061_A	A1do	70740_A	30814_A	70812_A	70792_A	9429_A	A1du	70795_A	70793_A	70791_A	A1dz	A1dx	70790_A	1842_A	6528_A	7367_A	2932_A	70794_A	70814_A	70798_A	4527_A	70796_A	8504_A	A1ea	10098_A	10096_A	10672_A	54515_A	3056_A	54877_A	54878_A	3515_A	70808_A	16790_A	9390_A	70742_A	70741_A	70815_A	55166_A	13902_A	1042_A	10539_A	1481_A	70801_A	55719_A	70805_A	8177_A	70797_A	70810_A	70804_A	70813_A	54511_A	70807_A	3283_A	70803_A	60672_A	8512_A	59815_A	61370_A	70811_A	71023_A	2379_A	1088_A	7561_A	1068_A	70802_A	71024_A	70800_A	10920_A	71025_A	959_A	54512_A	70799_A	71027_A	70816_A	71026_A	C15	C15r	C1	32423_C	C91e	C15h	D1	D3a	D4	D3	D4c
45844	ES4_33A	2.401816824290692	1.0079641612742658	0.018666002986560477	1.0079641612742658	0.018666002986560477	0.0	0.0	0.0	0.0	1.0	0.0009955201592832255	0.014310602289696366	0	0	0	0	0	0	0	0	0.3526630164260826	0	0	0.006719761075161772	0	0	0	0.6136137381781981	0	0	0	0	0	0	0	0	0	0	0	0	0.012692882030861125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008710801393728223	0	0	0	0	0	0	0	0	0	0	0	0	0.005599800895968144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45848	ES4_36A	2.8256658595641646	1.011837503362927	0.022464352972827548	1.011837503362927	0.022464352972827548	0.0	0.0	0.0	0.0	1.0	0.0010761366693570083	0.006994888350820554	0	0.0005380683346785041	0	0	0	0	0	0	0.3661555017487221	0	0	0.011702986279257466	0	0	0	0.6008878127522196	0	0	0	0	0	0	0	0	0	0	0	0	0.013182674199623353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006994888350820554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005380683346785041	0.0005380683346785041	0	0	0	0	0	0	0
45846	ES5_30A	3.062842957930494	1.0282205382806375	0.020512150509537495	1.0274366344395087	0.020250849229161223	0.0	0.0	0.0007839038411288215	0.0002613012803762738	1.0	0.0019597596028220537	0.05892343872484975	0	0	0	0	0	0	0	0	0.5435066631826496	0	0.182257643062451	0	0	0.1256859158609877	0	0	0	0	0	0	0	0.0435066631826496	0	0	0	0	0.031617454925529136	0	0	0	0.014502221060883199	0.009014894172981448	0	0	0	0	0	0	0	0	0.008230990331852626	0.009014894172981448	0	0	0	0.005748628168278025	0.008622942252417037	0	0	0.009276195453357722	0	0.004180820486020381	0	0	0.0048340736869610665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45847	ES5_33A	3.4298625727374024	1.0423424538813917	0.02092361025133094	1.0423424538813917	0.02092361025133094	0.0	0.0	0.0	0.0	1.0	0.0017333168255540424	0.06735173950724278	0	0	0	0	0	0	0	0	0.5372044075770707	0	0.17580784944905287	0	0	0.13297016218893154	0	0	0	0	0	0	0	0.046304320911229414	0	0	0	0	0.02785687755354711	0	0	0	0.012504642812925591	0.009780859229912096	0	0	0	0	0	0	0	0	0.009533242540547233	0.009161817506499938	0	0	0	0.005571375510709422	0.00854277578308778	0	0	0.010028475919276959	0	0	0.005818992200074285	0	0.008914200817135075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45851	ES5_36A	2.8222135518272857	1.033294316556119	0.020158668227337754	1.033294316556119	0.020158668227337754	0.0	0.0	0.0	0.0	1.0	0.0015606710885680843	0.049811418910131355	0	0	0	0	0	0	0	0	0.5509168942645337	0	0.18103784627389777	0	0	0.13031603589543503	0	0	0	0	0	0	0	0.04955130706203668	0	0	0	0	0.027701911822083494	0	0	0	0.01066458577188191	0	0	0	0	0	0	0	0	0	0.009494082455455846	0.009233970607361166	0	0	0	0.004031733645467551	0.00754324359474574	0	0	0.01105475354402393	0	0	0	0	0.008453635063077123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45849	ES6_30A	2.4400760938490804	1.0365069299755412	0.019748165594709665	1.0365069299755412	0.019748165594709665	0.0	0.0	0.0	0.0	1.0	0.0013588187335809403	0.06159978258900263	0	0	0	0	0	0	0	0	0.5620074282090769	0	0.1682217592173204	0	0	0.13117130174834676	0	0	0	0	0	0	0	0.043572787390162154	0	0	0	0	0.020744632666002356	0	0	0	0.012682308180088777	0.006612917836760576	0	0	0	0	0	0	0	0	0.010236434459643083	0.010961137784219584	0	0	0	0.0068846815834767644	0.007609384908053266	0	0	0.006159978258900262	0	0	0.00706585741462089	0	0.0060693903433282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45850	ES6_33A	2.1908774978279757	1.0344917463075587	0.01885317115551694	1.0344917463075587	0.01885317115551694	0.0	0.0	0.0	0.0	1.0	0.0013900955690703736	0.0630755864465682	0	0	0	0	0	0	0	0	0.5484795829713293	0	0.17115551694178974	0	0	0.1409209383145091	0	0	0	0	0	0	0	0.041355343179843615	0	0	0	0	0.021285838401390096	0	0	0	0.013727193744569939	0.007993049522154648	0	0	0	0	0	0	0	0	0.009556907037358819	0.007819287576020852	0	0	0	0.007732406602953953	0.006255430060816681	0	0	0.007211120764552563	0	0.004083405734144222	0.005125977410947002	0	0.007298001737619461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45854	ES6_36A	2.416361886429259	1.0296438883541867	0.02300288739172281	1.0296438883541867	0.02300288739172281	0.0	0.0	0.0	0.0	1.0	0.0015399422521655437	0.061886429258902795	0	0	0	0	0	0	0	0	0.5434071222329163	0	0.17295476419634265	0	0	0.14023099133782482	0	0	0	0	0	0	0	0.04860442733397498	0	0	0	0	0.021462945139557266	0	0	0	0.011453320500481232	0.006544754571703561	0	0	0	0	0	0	0	0	0.01010587102983638	0.0070259865255052935	0	0	0	0.004042348411934553	0.005967276227141482	0	0	0.00933589990375361	0	0	0.005774783445620789	0	0.008084696823869105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050048123195380175	0	0	0	0	0	0	0	0	0	0	0
45852	ES7_30A	3.320440200679722	1.1273668878459298	0.023628418837999675	1.02184819550089	0.02168635701569833	0.0	0.0	0.10551869234503965	0.0019420618223013433	1.0	0.0025894157630684577	0.08787829745913578	0	0	0	0	0	0	0	0	0.5868263473053892	0	0.1838485191778605	0	0	0.04758051464638291	0	0	0	0	0	0	0	0.040135944327561096	0	0	0	0	0.013108917300534068	0	0	0	0.011166855478232724	0	0	0	0	0	0	0	0	0	0	0.0074445703188218155	0	0	0	0	0	0.029454604304903705	0	0	0	0.011814209418999837	0.010195824567082052	0.02184819550089011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014889140637643631	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005664346981712251	0	0.007930085774397152	0	0	0	0	0.00809192425958893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45853	ES7_33A	2.927932960893855	1.1412011173184358	0.022905027932960894	1.0414804469273744	0.02136871508379888	0.0	0.0	0.09972067039106146	0.001536312849162011	1.0	0.0022346368715083797	0.08910614525139665	0	0	0	0	0	0	0	0	0.5804469273743017	0	0.18533519553072625	0	0	0.04329608938547486	0	0	0	0	0	0	0	0.04399441340782123	0	0	0	0	0.012988826815642458	0	0	0	0.011312849162011173	0	0	0	0	0	0	0	0	0	0	0.00824022346368715	0	0	0	0	0	0.0335195530726257	0	0	0	0.012569832402234637	0.008379888268156424	0.025418994413407822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111731843575419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009078212290502794	0	0	0	0	0.007541899441340782	0	0	0.0067039106145251395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45836	ES7_36A	2.4704168534289557	1.082847751382041	0.020992081278948155	1.0344389660839683	0.01994621246077992	0.0	0.0	0.04840878529807261	0.0010458688181682356	1.0	0.0011205737337516809	0.06394740773942925	0	0	0	0	0	0	0	0	0.577991931869117	0	0.2047661736142238	0	0	0.0590915882265053	0	0	0	0	0	0	0	0.043030031376064544	0	0	0	0	0.014940983116689078	0	0	0	0.011952786493351263	0	0	0	0	0	0	0	0	0	0	0.005229344090841177	0	0	0	0	0	0.024279097564619753	0	0	0	0.009338114447930673	0.008366950545345885	0.021290900941281936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008964589870013447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004855819512923951	0	0	0	0	0	0	0	0.005901688331092186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45855	KS1_30A	2.3316346842901505	1.0429174297316666	0.01783581495341986	1.0420415638187754	0.01775619077952066	0.0	0.0	0.0008758659128911537	7.962417389919579e-05	1.0	0.0009554900867903496	0.05191496138227566	0	0	0	0	0	0	0	0	0.8853411895851581	0	0	0.034158770602755	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02707221912572657	0	0	0	0	0	0	0	0	0.006768054781431642	0.012421371128274544	0.0073254239987260135	0	0	0.009714149215701887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010908511824189823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004777450433951748	0	0	0	0	0	0	0	0.001194362608487937	0	0	0	0	0	0.00031849669559678317	0	0	0	0
45856	KS1_33A	2.1688760806916427	1.0303314121037463	0.016210374639769452	1.0303314121037463	0.016210374639769452	0.0	0.0	0.0	0.0	1.0	0.0010086455331412103	0.06304034582132566	0	0	0	0	0	0	0	0	0.8754322766570605	0	0	0.03472622478386167	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026296829971181556	0	0	0	0	0	0	0	0	0.008717579250720461	0.01015850144092219	0.007276657060518732	0	0	0	0	0	0.0044668587896253605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00547550432276657	0	0	0.008429394812680116	0.008069164265129682	0	0	0	0	0	0	0	0	0	0	0	0	0.0052593659942363116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005187319884726225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005043227665706051	0	0	0	0
45857	KS1_36A	2.5604952166572876	1.0349606077658975	0.015827236916150816	1.033342712436691	0.01568655036578503	0.0	0.0	0.0016178953292065278	0.00014068655036578504	1.0	0.0011958356781091727	0.07259425998874508	0	0	0	0	0	0	0	0	0.8669105233539673	0	0	0.033202025886325266	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026378728193584694	0	0	0	0	0	0	0	0	0.0103404614518852	0.009988745075970737	0.009848058525604952	0	0	0.005064715813168261	0	0	0.004361283061339336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005275745638716939	0.0049943725379853685	0	0.005768148564997186	0.004431626336522229	0	0	0	0	0	0	0	0	0	0	0	0	0.006471581316826111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006049521665728756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004924029262802476	0	0	0	0	0.0004220596510973551	0	0	0	0
45858	KS2_30A	2.346007604562738	1.0465568229826785	0.01850443599493029	1.0450359104351499	0.01841994085340093	0.0	0.0	0.001520912547528517	8.449514152936207e-05	1.0	0.0010139416983523447	0.08331220954795099	0	0	0	0	0	0	0	0	0.8517110266159695	0	0	0.03641740599915505	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027629911280101394	0	0	0	0	0	0	0.01884241656104774	0.018588931136459652	0.00861850443599493	0.0122517955217575	0.007351077313054499	0	0	0	0	0	0.009632446134347276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008027038445289396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009294465568229827	0	0	0	0
45859	KS2_33A	2.1679645638351075	1.0376509251982569	0.01636064871043795	1.0365792669857827	0.016217760948774737	0.0	0.0	0.0010716582124741015	0.00014288776166321355	1.0	0.0008573265699792813	0.08716153461456026	0	0	0	0	0	0	0	0	0.8543259269843538	0	0	0.034578838322497675	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02393370007858827	0	0	0	0	0	0	0.01907551618203901	0.01664642423376438	0.008930485103950846	0.012216903622204758	0.006144173751518182	0	0	0.00442952061155962	0	0	0.011431020933057083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008287490176466386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45860	KS2_36A	1.8815067545760524	1.0413112637742634	0.014200746922403062	1.0384526718613123	0.013693577389460095	0.0	0.0	0.0028585919129512655	0.0005071695329429665	1.0	0.0005993821752962331	0.08511226889206511	0	0	0	0	0	0	0	0	0.8546728756512518	0	0	0.03476416616718152	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024989626077735257	0	0	0	0	0	0	0.018811379040066394	0.01613721241182166	0.0075153303517912304	0.011572686615334962	0.005671077504725898	0	0	0.006685416570611831	0	0	0.012033749827101295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006685416570611831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00046106321176633315	0	0	0	0
